"ID","Year","Title"
56607,2007,"Kite Runner, The"
56633,2007,"Butterfly on a Wheel"
56715,2006,"Wristcutters: A Love Story"
56757,2007,"Sweeney Todd: The Demon Barber of Fleet Street"
56775,2007,"National Treasure: Book of Secrets"
56782,2007,"There Will Be Blood"
56788,2007,"Charlie Wilson's War"
56801,2007,"AVPR: Aliens vs. Predator - Requiem"
56805,2007,"Walk Hard: The Dewey Cox Story"
56869,2006,"Drained"
56885,2007,"Great Debaters, The"
56908,2007,"Dedication"
56915,2007,"Water Horse: Legend of the Deep, The"
56921,2007,"Battlestar Galactica: Razor"
56941,2007,"P.S. I Love You"
56949,2008,"27 Dresses"
57038,2001,"To the Left of the Father"
57223,2007,"D-War"
57243,2007,"Band's Visit, The"
57274,2007,"[REC]"
57326,2008,"In the Name of the King: A Dungeon Siege Tale"
57353,2007,"Flawless"
57368,2008,"Cloverfield"
57401,2007,"Cleaner"
57418,1968,"Rachel, Rachel"
57430,1976,"Welcome to L.A."
57453,2007,"Arranged"
57504,2006,"Girl Who Leapt Through Time, The"
57526,2008,"Untraceable"
57528,2008,"Rambo"
57532,2008,"Meet the Spartans"
57640,2008,"Hellboy II: The Golden Army"
57669,2008,"In Bruges"
57792,2007,"Caramel"
57845,2007,"Joe Strummer: The Future Is Unwritten"
57910,2007,"Teeth"
57951,2008,"Fool's Gold"
57972,2006,"Deep Water"
57980,2006,"Art of Negative Thinking, The"
58025,2008,"Jumper"
58029,2007,"It's a Free World..."
58047,2008,"Definitely, Maybe"
58103,2008,"Vantage Point"
58105,2008,"Spiderwick Chronicles, The"
58107,2008,"Step Up 2 the Streets"
58146,2008,"Witless Protection"
58154,2008,"Other Boleyn Girl, The"
58156,2008,"Semi-Pro"
58191,2007,"Taxi to the Dark Side"
58293,2008,"10,000 BC"
58295,2008,"Bank Job, The"
58297,2008,"Doomsday"
58299,2008,"Horton Hears a Who!"
58301,2007,"Funny Games U.S."
58303,2007,"Counterfeiters, The"
58306,2007,"Mongol"
58315,2008,"Love Guru, The"
58347,2006,"Penelope"
58351,2007,"City of Men"
58365,2007,"Chicago 10"
58376,2007,"Zeitgeist: The Movie"
58425,2007,"Heima"
58432,2008,"What Just Happened"
58520,1985,"Mala Noche"
58554,2007,"Class, The"
58559,2008,"Dark Knight, The"
58627,2008,"Never Back Down"
58649,1927,"Napoléon"
58655,2008,"Drillbit Taylor"
58706,2007,"Under the Same Moon"
58803,2008,"21"
58839,2008,"Leatherheads"
58879,2008,"Shine a Light"
58889,2008,"Business of Being Born, The"
58904,1982,"Chan Is Missing"
58964,2007,"Inside"
58972,2008,"Nim's Island"
58975,2008,"Ruins, The"
58998,2008,"Forgetting Sarah Marshall"
59014,2008,"Superhero Movie"
59016,2008,"Street Kings"
59018,2007,"Visitor, The"
59022,2008,"Harold & Kumar Escape from Guantanamo Bay"
59037,2008,"Speed Racer"
59103,2008,"Forbidden Kingdom, The"
59118,2008,"Happy-Go-Lucky"
59126,2008,"Religulous"
59141,2007,"Son of Rambow"
59143,2007,"Super High Me"
59180,1939,"Tarzan Finds a Son!"
59258,2008,"Baby Mama"
59273,2006,"Delirious"
59306,2008,"Prom Night"
59315,2008,"Iron Man"
59333,2008,"Made of Honor"
59339,2007,"Mister Lonely"
59369,2008,"Taken"
59387,2006,"Fall, The"
59392,2008,"Stargate: The Ark of Truth"
59418,2007,"American Crime, An"
59421,2008,"What Happens in Vegas..."
59429,2007,"American Pie Presents Beta House"
59447,1993,"Fiorile"
59501,2008,"Chronicles of Narnia: Prince Caspian, The"
59519,2006,"Reprise"
59549,2007,"Shelter"
59590,2007,"Young at Heart"
59594,2008,"War, Inc."
59615,2008,"Indiana Jones and the Kingdom of the Crystal Skull"
59669,2005,"Following Sean"
59684,2006,"Lake of Fire"
59721,2007,"Grand, The"
59725,2008,"Sex and the City"
59727,2008,"Strangers, The"
59731,2008,"Bigger, Stronger, Faster*"
59784,2008,"Kung Fu Panda"
59805,1969,"Antonio das Mortes"
59810,2008,"Recount"
59814,2007,"Ex Drummer"
59832,1950,"Where the Sidewalk Ends"
59834,1969,"100 Rifles"
59846,1929,"Iron Mask, The"
59900,2008,"You Don't Mess with the Zohan"
59935,1974,"Flesh Gordon"
59945,1920,"Mark of Zorro, The"
59985,2007,"Chaos Theory"
59995,2007,"Boy A"
60037,2008,"Happening, The"
60040,2008,"Incredible Hulk, The"
60069,2008,"WALL·E"
60072,2008,"Wanted"
60074,2008,"Hancock"
60086,2006,"Boy Culture"
60126,2008,"Get Smart"
60128,2007,"Young People Fucking"
60135,2007,"Surfwise"
60137,2006,"Rape of Europa, The"
60161,2008,"Futurama: The Beast with a Billion Backs"
60291,2008,"Gonzo: The Life and Work of Dr. Hunter S. Thompson"
60293,2008,"Wackness, The"
60295,2007,"Up the Yangtze"
60333,2008,"Encounters at the End of the World"
60343,1937,"Wee Willie Winkie"
60382,2008,"Roman Polanski: Wanted and Desired"
60384,2004,"Z Channel: A Magnificent Obsession"
60397,2008,"Mamma Mia!"
60471,2007,"Rogue"
60487,1966,"It's the Great Pumpkin, Charlie Brown"
60514,2008,"Journey to the Center of the Earth"
60516,2008,"Meet Dave"
60609,2006,"Death Note"
60649,2008,"Space Chimps"
60674,2008,"Stargate: Continuum"
60684,2009,"Watchmen"
60753,2008,"Felon"
60756,2008,"Step Brothers"
60760,2008,"X-Files: I Want to Believe, The"
60763,2008,"American Teen"
60766,2008,"Man on Wire"
60832,2008,"Pathology"
60857,2007,"Tracey Fragments, The"
60937,2008,"Mummy: Tomb of the Dragon Emperor, The"
60943,2008,"Frozen River"
60950,2008,"Vicky Cristina Barcelona"
60990,1961,"End of Summer, The"
61013,1999,"Absolute Giganten"
61024,2008,"Pineapple Express"
61026,2008,"Red Cliff"
61071,2008,"Sisterhood of the Traveling Pants 2, The"
61075,2008,"Elegy"
61123,2007,"High School Musical 2"
61132,2008,"Tropic Thunder"
61160,2008,"Star Wars: The Clone Wars"
61167,2008,"Henry Poole is Here"
61206,2007,"In the City of Sylvia"
61210,2008,"Mutant Chronicles"
61236,2008,"Waltz with Bashir"
61240,2008,"Let the Right One In"
61248,2008,"Death Race"
61250,2008,"House Bunny, The"
61289,2008,"Sukiyaki Western Django"
61323,2008,"Burn After Reading"
61348,2008,"Disaster Movie"
61350,2008,"Babylon A.D."
61352,2008,"Traitor"
61357,2008,"Trouble the Water"
61361,2008,"Women, The"
61394,2008,"Onion Movie, The"
61401,2008,"Spirit, The"
61465,2008,"Bangkok Dangerous"
61634,1945,"Son of Lassie"
61646,2006,"DarkBlueAlmostBlack"
61705,2008,"Lakeview Terrace"
61729,2008,"Ghost Town"
62049,1956,"1984"
62081,2008,"Eagle Eye"
62113,2008,"How to Lose Friends & Alienate People"
62115,2004,"Six Shooter"
62155,2008,"Nick and Norah's Infinite Playlist"
62203,2008,"Martyrs"
62250,2008,"Gomorrah"
62331,2004,"Dead Leaves"
62336,2000,"FLCL"
62344,2008,"Rachel Getting Married"
62374,2008,"Body of Lies"
62376,2008,"City of Ember"
62378,2007,"Magicians"
62383,1916,"20,000 Leagues Under the Sea"
62394,2008,"Max Payne"
62434,2008,"Zack and Miri Make a Porno"
62437,2008,"W."
62511,2008,"Synecdoche, New York"
62644,2008,"Wave, The"
62718,2008,"Angus, Thongs and Perfect Snogging"
62733,2008,"Quarantine"
62764,1975,"Black Moon"
62792,2008,"Pride and Glory"
62801,1972,"Lone Wolf and Cub: Baby Cart to Hades"
62849,2008,"RocknRolla"
62912,2008,"High School Musical 3: Senior Year"
62956,2008,"Futurama: Bender's Game"
62999,2008,"Madagascar: Escape 2 Africa"
63062,2008,"Changeling"
63072,2009,"Road, The"
63082,2008,"Slumdog Millionaire"
63113,2008,"Quantum of Solace"
63131,2008,"Role Models"
63179,2008,"Tokyo!"
63239,1997,"Cinderella"
63276,2007,"Crows Zero"
63393,2008,"Camp Rock"
63436,2008,"Saw V"
63479,2008,"Sex Drive"
63481,2008,"Soul Men"
63515,2006,"The Island"
63540,2008,"Beverly Hills Chihuahua"
63629,1961,"Fanny"
63808,2008,"Class, The"
63826,2008,"Splinter"
63836,2003,"Manson Family, The"
63853,2008,"Australia"
63859,2008,"Bolt"
63876,2008,"Milk"
63992,2008,"Twilight"
64030,2008,"Transporter 3"
64032,2008,"Four Christmases"
64034,2008,"Boy in the Striped Pajamas, The"
64114,2008,"Fireproof"
64116,2008,"Igor"
64153,2006,"Devil's Chair, The"
64197,2008,"Hunger"
64229,2008,"Cadillac Records"
64249,2007,"Shrek the Halls"
64278,2006,"Pervert's Guide to Cinema, The"
64285,2008,"Wallace and Gromit in 'A Matter of Loaf and Death'"
64321,2006,"Friend of Mine, A"
64338,1993,"Gypsy"
64497,2008,"Day the Earth Stood Still, The"
64499,2008,"Che: Part One"
64501,2008,"Che: Part Two"
64508,2008,"Starship Troopers 3: Marauder"
64575,2008,"Doubt"
64614,2008,"Gran Torino"
64620,2008,"Frost/Nixon"
64622,2008,"Reader, The"
64660,2006,"Waiter"
64695,2007,"Sword of the Stranger"
64701,2008,"I've Loved You So Long"
64716,2008,"Seven Pounds"
64839,2008,"Wrestler, The"
64900,1990,"Chinese Ghost Story II, A"
64957,2008,"Curious Case of Benjamin Button, The"
64969,2008,"Yes Man"
64983,2008,"Valkyrie"
64990,2007,"Pete Seeger: The Power of Song"
64993,2007,"5 Centimeters per Second"
64997,2005,"War of the Worlds"
65037,2007,"Ben X"
65088,2008,"Bedtime Stories"
65126,2008,"Choke"
65130,2008,"Revolutionary Road"
65133,1999,"Blackadder Back & Forth"
65135,1988,"Blackadder's Christmas Carol"
65188,2008,"Dear Zachary: A Letter to a Son About His Father"
65193,2008,"Wild Child"
65216,2008,"Defiance"
65230,2008,"Marley & Me"
65259,2008,"Involuntary"
65261,2008,"Ponyo"
65310,2006,"Poultrygeist: Night of the Chicken Dead"
65418,2008,"Wendy and Lucy"
65465,2008,"Last Chance Harvey"
65514,2008,"Ip Man"
65552,2001,"Replicant"
65567,2008,"Passengers"
65577,2008,"Tale of Despereaux, The"
65585,2009,"Bride Wars"
65601,2009,"My Bloody Valentine 3-D"
65638,1991,"Aspen"
65642,2007,"Timecrimes"
65665,2000,"Hamlet"
65682,2009,"Underworld: Rise of the Lycans"
65685,2008,"Inkheart"
65802,2009,"Paul Blart: Mall Cop"
65982,2008,"Outlander"
66019,1974,"Great Ecstasy of Woodcarver Steiner, The"
66066,2009,"Grudge 3, The"
66090,2008,"Eden Lake"
66097,2009,"Coraline"
66130,2008,"Chocolate"
66171,2009,"Push"
66198,2009,"International, The"
66200,2008,"Two Lovers"
66203,2009,"He's Just Not That Into You"
66246,1973,"Numbskull Emptybrook"
66297,2009,"Futurama: Into the Wild Green Yonder"
66310,2007,"Frontière"
66317,1992,"Comet in Moominland"
66335,2009,"Afro Samurai: Resurrection"
66371,2008,"Departures"
66427,2007,"My Name Is Bruce"
66509,2009,"Funny People"
66544,2000,"Nuremberg"
66596,2009,"Mystery Team"
66659,2009,"Tyler Perry's Madea Goes to Jail"
66665,2009,"Away We Go"
66686,1947,"Unsuspected, The"
66744,2008,"Divo, Il"
66785,2008,"Good, the Bad, the Weird, The"
66798,2009,"Pink Panther 2, The"
66808,2008,"Far Cry"
66915,1991,"Rock-A-Doodle"
66934,2008,"Dr. Horrible's Sing-Along Blog"
67087,2009,"I Love You, Man"
67193,2009,"Duplicity"
67197,2009,"Knowing"
67252,2008,"Ong-Bak 2: The Beginning"
67255,2009,"Girl with the Dragon Tattoo, The"
67267,2008,"Sunshine Cleaning"
67295,2008,"Kung Fu Panda: Secrets of the Furious Five"
67361,2009,"Echelon Conspiracy"
67408,2009,"Monsters vs. Aliens"
67429,2008,"Sita Sings the Blues"
67504,1971,"Land of Silence and Darkness"
67508,2008,"Baader Meinhof Komplex, Der"
67665,2008,"Anvil! The Story of Anvil"
67695,2009,"Observe and Report"
67734,2009,"Adventureland"
67788,2009,"Confessions of a Shopaholic"
67799,2009,"The Butterfly Effect 3: Revelations"
67867,2009,"Dragonball Evolution"
67923,2009,"Fast & Furious"
67957,1988,"Superstar: The Karen Carpenter Story"
67997,2009,"In the Loop"
68073,2009,"Pirate Radio"
68099,1994,"Apollo 13: To the Edge and Back"
68135,2009,"17 Again"
68137,2005,"Nana"
68157,2009,"Inglourious Basterds"
68159,2009,"State of Play"
68194,2009,"Damned United, The"
68205,2009,"Crank: High Voltage"
68237,2009,"Moon"
68269,2009,"Young Victoria, The"
68319,2009,"X-Men Origins: Wolverine"
68324,2009,"Girlfriend Experience, The"
68347,2009,"Sin Nombre"
68358,2009,"Star Trek"
68444,2008,"Great Buck Howard, The"
68486,2009,"Red Cliff Part II"
68536,2001,"Stanley Kubrick: A Life in Pictures"
68554,2009,"Angels & Demons"
68614,1979,"Seduction of Joe Tynan, The"
68659,2009,"Fanboys"
68791,2009,"Terminator Salvation"
68793,2009,"Night at the Museum: Battle of the Smithsonian"
68835,2008,"Were the World Mine"
68838,2008,"Every Little Step"
68848,2008,"Brothers Bloom, The"
68872,1946,"Paisan"
68884,2007,"Shall We Kiss?"
68901,2007,"Chop Shop"
68932,2009,"Soloist, The"
68945,1997,"Neon Genesis Evangelion: Death & Rebirth"
68952,2009,"Drag Me to Hell"
68954,2009,"Up"
68959,2005,"Fullmetal Alchemist the Movie: Conqueror of Shamballa"
68965,2009,"Dance Flick"
68967,2008,"Summer Hours"
69069,2009,"Fired Up"
69118,2009,"In the Electric Mist"
69122,2009,"Hangover, The"
69134,2009,"Antichrist"
69241,1980,"Berlin Alexanderplatz"
69253,2009,"New in Town"
69275,2009,"Dead Snow"
69278,2009,"Land of the Lost"
69280,2008,"Clique, The"
69306,2009,"Taking of Pelham 1 2 3, The"
69406,2009,"Proposal, The"
69436,2009,"Year One"
69458,2008,"Tyson"
69481,2008,"Hurt Locker, The"
69495,2007,"Breakfast with Scot"
69516,2009,"Limits of Control, The"
69524,1989,"Raiders of the Lost Ark: The Adaptation"
69526,2009,"Transformers: Revenge of the Fallen"
69529,2009,"Home"
69559,1950,"File on Thelma Jordan, The"
69604,2009,"Whatever Works"
69606,2009,"Ghosts of Girlfriends Past"
69640,2009,"Public Enemies"
69644,2009,"Ice Age: Dawn of the Dinosaurs"
69654,2009,"Prison Break: The Final Break"
69685,2002,"Daria: Is It College Yet?"
69712,2009,"My Sister's Keeper"
69720,2006,"Hood of Horror"
69746,2009,"Watchmen: Tales of the Black Freighter"
69757,2009,"(500) Days of Summer"
69761,1994,"Through the Olive Trees"
69784,2009,"Brüno"
69805,2008,"Librarian, The: The Curse of the Judas Chalice"
69821,1994,"Men of War"
69844,2009,"Harry Potter and the Half-Blood Prince"
69849,1977,"Roots"
69908,1966,"Group, The"
69945,1955,"Fast and the Furious, The"
69951,2009,"Imaginarium of Doctor Parnassus, The"
69974,2008,"Shiver"
70121,1934,"'Neath the Arizona Skies"
70159,2009,"Orphan"
70183,2009,"Ugly Truth, The"
70188,1960,"Wild River"
70201,1988,"High Hopes"
70282,2009,"Aliens in the Attic"
70286,2009,"District 9"
70293,2009,"Julie & Julia"
70305,2009,"Race to Witch Mountain"
70336,2009,"G.I. Joe: The Rise of Cobra"
70344,2009,"Cold Souls"
70418,1999,"Introducing Dorothy Dandridge"
70465,2008,"Jerusalema"
70488,2000,"Wings of Hope"
70533,2007,"Evangelion: 1.0 You Are (Not) Alone"
70545,2008,"Deal, The"
70565,2009,"Goods: Live Hard, Sell Hard, The"
70567,2009,"Adam"
70597,2008,"Gigantic"
70599,2009,"Time Traveler's Wife, The"
70663,2009,"I Love You, Beth Cooper"
70678,2006,"Huhwihaji Anha"
70697,2009,"G-Force"
70728,2009,"Bronson"
70751,2000,"Little Richard"
70762,2006,"Curiosity of Chance, The"
70846,2008,"Lorna's Silence"
70862,2008,"It Might Get Loud"
70898,2009,"Post Grad"
70927,2007,"To Each His Own Cinema"
70946,1990,"Troll 2"
70984,2009,"Taking Woodstock"
70994,2009,"Halloween II"
71033,2009,"Secret in Their Eyes, The"
71057,2009,"9"
71102,1933,"Three Musketeers, The"
71106,2009,"Frequently Asked Questions About Time Travel"
71108,2009,"White Ribbon, The"
71131,2007,"Most Hated Family in America, The"
71135,2009,"Pandorum"
71156,2009,"Men Who Stare at Goats, The"
71180,1977,"Padre padrone"
71205,2009,"Jennifer's Body"
71211,2009,"Informant!, The"
71248,2009,"Extract"
71252,2009,"Final Destination, The"
71254,2009,"Gamer"
71264,2009,"Cloudy with a Chance of Meatballs"
71282,2008,"Food, Inc."
71304,2009,"Thirst"
71318,2007,"Terra"
71379,2009,"Paranormal Activity"
71390,2008,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!"
71404,1960,"3 Worlds of Gulliver, The"
71429,2009,"World's Greatest Dad"
71433,1964,"Black God, White Devil"
71438,2008,"Still Walking"
71460,2009,"Wanted"
71462,2009,"Cove, The"
71464,2009,"Serious Man, A"
71466,2009,"City Island"
71468,2009,"Ink"
71490,2009,"Grace"
71494,2009,"Haunted World of El Superbeasto, The"
71518,2009,"Whip It"
71520,2009,"Invention of Lying, The"
71525,1942,"A-Haunting We Will Go"
71530,2009,"Surrogates"
71533,2009,"Next Day Air"
71535,2009,"Zombieland"
71573,2009,"Whiteout"
71579,2009,"Education, An"
71640,2008,"Burma VJ: Reporting from a Closed Country"
71650,1980,"Werner Herzog Eats His Shoe"
71668,2009,"Couples Retreat"
71700,2008,"Deadgirl"
71732,2008,"I Sell the Dead"
71745,2009,"Where the Wild Things Are"
71755,1967,"Earth Entranced"
71804,1984,"Reckless"
71810,1998,"Legionnaire"
71823,2009,"New York, I Love You"
71838,2009,"Law Abiding Citizen"
71876,2009,"Amelia"
71899,2009,"Mary and Max"
72011,2009,"Up in the Air"
72043,2009,"Monsters vs Aliens: Mutant Pumpkins from Outer Space"
72104,1989,"Balance"
72109,2009,"Vampire Girl vs. Frankenstein Girl"
72129,2009,"Saw VI"
72131,2009,"Michael Jackson's This Is It"
72165,2009,"Cirque du Freak: The Vampire's Assistant"
72169,2009,"Good Hair"
72171,2009,"Black Dynamite"
72176,2009,"Big Fan"
72209,2009,"Astro Boy"
72224,2009,"Gentlemen Broncos"
72226,2009,"Fantastic Mr. Fox"
72294,2009,"Christmas Carol, A"
72308,2009,"Battlestar Galactica: The Plan"
72356,2009,"Partly Cloudy"
72367,2009,"Grey Gardens"
72378,2009,"2012"
72380,2009,"Box, The"
72386,2009,"Broken Embraces"
72393,2009,"Fourth Kind, The"
72395,2009,"Precious"
72405,2009,"Bad Lieutenant: Port of Call New Orleans"
72407,2009,"Twilight Saga: New Moon, The"
72479,2009,"Messenger, The"
72489,2009,"Ninja Assassin"
72603,2009,"Merry Madagascar"
72605,2009,"Brothers"
72612,1980,"Fly, The"
72626,1919,"Billy Blazes, Esq."
72630,2008,"Sleep Dealer"
72641,2009,"Blind Side, The"
72647,1970,"Zorn's Lemma"
72683,1931,"Limit"
72694,2009,"Shrink"
72696,2009,"Old Dogs"
72701,2009,"Planet 51"
72720,2009,"Single Man, A"
72731,2009,"Lovely Bones, The"
72733,2009,"Invictus"
72737,2009,"Princess and the Frog, The"
72741,2009,"Everybody's Fine"
72762,2009,"Armored"
72781,2006,"Red Chapel"
72880,1963,"Flaming Creatures"
72919,2009,"Did You Hear About the Morgans?"
72947,2009,"Make the Yuletide Gay"
72998,2009,"Avatar"
73015,2009,"It's Complicated"
73017,2009,"Sherlock Holmes"
73023,2009,"Crazy Heart"
73042,2009,"Alvin and the Chipmunks: The Squeakquel"
73101,2009,"Looking for Eric"
73106,2009,"American Pie Presents: The Book of Love"
73168,2009,"Carriers"
73211,2008,"Pontypool"
73266,2009,"Youth in Revolt"
73268,2010,"Daybreakers"
73276,2009,"Age of Stupid, The"
73290,2009,"Hachiko: A Dog's Story"
73319,2010,"Leap Year"
73321,2010,"Book of Eli, The"
73323,2009,"Girl Who Kicked the Hornet's Nest, The"
73344,2009,"Prophet, A"
73386,2009,"Staten Island"
73392,2009,"Collapse"
73469,2007,"Mr. Warmth: The Don Rickles Project"
73488,2009,"Blood: The Last Vampire"
73531,1988,"Last of England, The"
73572,2009,"My Son, My Son, What Have Ye Done"
73587,2009,"Soul Kitchen"
73664,2008,"Dragon Hunters"
73741,2009,"Ninja"
73759,2006,"Hellsing Ultimate OVA Series"
73808,2008,"Chaser, The"
73854,1964,"Rudolph, the Red-Nosed Reindeer"
73860,2009,"Nowhere Boy"
73881,2009,"3 Idiots"
73929,2010,"Legion"
74089,1960,"Peter Pan"
74115,2010,"Dante's Inferno Animated"
74152,2006,"Zach Galifianakis: Live at the Purple Onion"
74154,2010,"When in Rome"
74156,2010,"Edge of Darkness"
74228,2009,"Triangle"
74275,2009,"I Love You Phillip Morris"
74282,1987,"Anne of Green Gables: The Sequel"
74324,2010,"Temple Grandin"
74327,2008,"First Day of the Rest of Your Life, The"
74370,2009,"House of the Devil, The"
74416,2009,"Fish Tank"
74438,1994,"Legend of the Red Dragon"
74450,2010,"Valentine's Day"
74452,2010,"Wolfman, The"
74458,2010,"Shutter Island"
74486,2008,"$9.99"
74508,2007,"Persuasion"
74510,2009,"Girl Who Played with Fire, The"
74530,2010,"Percy Jackson & the Olympians: The Lightning Thief"
74532,2010,"Cop Out"
74545,2010,"Ghost Writer, The"
74580,2010,"Spy Next Door, The"
74624,2009,"Agora"
74630,1958,"Tom Thumb"
74649,2008,"Shades of Ray"
74668,2009,"District 13: Ultimatum"
74677,2009,"Yes Men Fix the World, The"
74685,2010,"Crazies, The"
74688,2010,"Dear John"
74698,2010,"Tooth Fairy"
74727,1972,"Gentlemen of Fortune"
74740,2007,"Fermat's Room"
74754,2003,"Room, The"
74787,2010,"My Name is Khan"
74789,2010,"Alice in Wonderland"
74795,2010,"Green Zone"
74851,2010,"From Paris with Love"
74868,2009,"Dorian Gray"
74916,2010,"Greenberg"
74944,2010,"Brooklyn's Finest"
74946,2010,"She's Out of My League"
74948,2009,"Harry Brown"
75341,2010,"Remember Me"
75349,2002,"Teenage Caveman"
75440,2009,"Will Ferrell: You're Welcome America - A Final Night with George W Bush"
75803,2010,"Our Family Wedding"
75805,2010,"Bounty Hunter, The"
75813,2009,"Leaves of Grass"
75816,2009,"Women in Trouble"
75823,1986,"Combat Shock"
75983,2008,"North Face"
75985,2010,"Repo Men"
75990,1974,"Apprenticeship of Duddy Kravitz, The"
76030,2009,"Case 39"
76054,2009,"Oceans"
76060,2009,"Slammin' Salmon, The"
76077,2010,"Hot Tub Time Machine"
76091,2009,"Mother"
76093,2010,"How to Train Your Dragon"
76111,2009,"About Elly"
76173,2009,"Micmacs"
76175,2010,"Clash of the Titans"
76210,2009,"Defendor"
76251,2010,"Kick-Ass"
76272,2009,"Five Minutes of Heaven"
76293,2010,"Date Night"
76303,1970,"Mark of the Devil"
76738,2010,"Steam of Life"
76763,2010,"Runaways, The"
77191,2010,"Death at a Funeral"
77201,2009,"Valhalla Rising"
77206,2010,"Diary of a Wimpy Kid"
77291,1987,"Aria"
77307,2009,"Dogtooth"
77359,2009,"Red Riding: 1983"
77364,2010,"Losers, The"
77414,2010,"Last Song, The"
77421,2010,"Cyrus"
77427,2009,"Human Centipede, The"
77435,1943,"This Is the Army"
77455,2010,"Exit Through the Gift Shop"
77561,2010,"Iron Man 2"
77658,1980,"Cosmos"
77798,2010,"Nightmare on Elm Street, A"
77800,2010,"Four Lions"
77808,1977,"Bobby Deerfield"
77810,2008,"Diary of a Nymphomaniac"
77837,2010,"You Don't Know Jack"
77846,1997,"12 Angry Men"
77866,2010,"Robin Hood"
77907,2009,"Red Chapel, The"
78034,2010,"Cemetery Junction"
78039,2010,"Blue Valentine"
78041,2010,"Killers"
78088,2010,"Buried"
78101,2006,"Life After Tomorrow"
78105,2010,"Prince of Persia: The Sands of Time"
78111,1955,"Artists and Models"
78116,2010,"Please Give"
78122,2006,"Peter & the Wolf"
78160,2003,"Ricky Gervais Live: Animals"
78174,2010,"Sex and the City 2"
78209,2010,"Get Him to the Greek"
78218,2010,"Unthinkable"
78264,2010,"Back-up Plan, The"
78266,2009,"Splice"
78316,2010,"Letters to Juliet"
78321,2010,"41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It, The"
78349,2009,"Exam"
78467,2010,"Jonah Hex"
78469,2010,"A-Team, The"
78499,2010,"Toy Story 3"
78517,2010,"Joan Rivers: A Piece of Work"
78544,2007,"Ricky Gervais Live 3: Fame"
78574,2010,"Winter's Bone"
78637,2010,"Shrek Forever After"
78653,2009,"Everyone Else"
78703,2009,"TiMER"
78729,2008,"24: Redemption"
78772,2010,"Twilight Saga: Eclipse, The"
78829,2008,"Betrayal, The"
78836,2009,"Enter the Void"
78893,2010,"Last Airbender, The"
78903,1972,"State of Siege"
78967,1977,"Island of Dr. Moreau, The"
79006,2004,"Empire of Dreams: The Story of the 'Star Wars' Trilogy"
79008,2008,"South Park: Imaginationland"
79029,2006,"Kurt Cobain About a Son"
79057,2010,"Predators"
79091,2010,"Despicable Me"
79132,2010,"Inception"
79134,2010,"Grown Ups"
79136,2008,"Thirst"
79139,2010,"Sorcerer's Apprentice, The"
79163,2006,"Swedish Auto"
79185,2010,"Knight and Day"
79203,2007,"Nightwatching"
79224,2010,"Karate Kid, The"
79242,2010,"Kids Are All Right, The"
79251,2010,"Serbian Film, A"
79259,2009,"Cherrybomb"
79274,2010,"Batman: Under the Red Hood"
79293,2010,"Salt"
79299,2008,"No. 1 Ladies' Detective Agency, The"
79318,2009,"Winnebago Man"
79357,2009,"Mr. Nobody"
79428,2010,"Dinner for Schmucks"
79469,1992,"Northerners, The"
79553,2010,"Ip Man 2"
79588,2010,"Charlie St. Cloud"
79590,2009,"Rebound, The"
79592,2010,"Other Guys, The"
79677,2010,"Two Escobars, The"
79686,2009,"All Tomorrow's Parties"
79695,2010,"Expendables, The"
79702,2010,"Scott Pilgrim vs. the World"
79720,2010,"Animal Kingdom"
79796,2010,"Centurion"
79824,2010,"Babies (Bébé"
79868,2009,"Heartless"
79879,2010,"Piranha"
79946,2009,"Joneses, The"
80026,2010,"Tekken"
80083,1989,"Dragon Ball Z: Dead Zone"
80126,2010,"American, The"
80166,2010,"Switch, The"
80185,2010,"GasLand"
80217,1994,"Hated"
80219,2010,"Machete"
80241,2010,"Going the Distance"
80346,1945,"Song to Remember, A"
80350,2010,"Vampires Suck"
80363,2010,"Resident Evil: Afterlife"
80463,2010,"Social Network, The"
80489,2010,"Town, The"
80549,2010,"Easy A"
80551,2010,"Eat Pray Love"
80553,2010,"Howl"
80572,2010,"I'm Still Here"
80584,2008,"Patrik Age 1.5"
80586,2010,"Flipped"
80590,2010,"Wall Street: Money Never Sleeps"
80599,1987,"Buster Keaton: A Hard Act to Follow"
80615,2010,"Legend of the Guardians: The Owls of Ga'Hoole"
80693,2010,"It's Kind of a Funny Story"
80717,1986,"Voyeur"
80727,2009,"Middle Men"
80736,2007,"Poughkeepsie Tapes, The"
80748,1933,"Alice in Wonderland"
80831,2010,"Let Me In"
80839,2010,"Secretariat"
80844,2008,"Lake Mungo"
80846,2010,"Devil"
80858,2010,"You Again"
80860,2010,"Life as We Know It"
80862,2010,"Catfish"
80864,2010,"You Will Meet a Tall Dark Stranger"
80906,2010,"Inside Job"
80917,2010,"Monsters"
80969,2010,"Never Let Me Go"
81018,2010,"Illusionist, The"
81054,1969,"Love Is Colder Than Death"
81083,2010,"Kaboom"
81132,2010,"Rubber"
81138,2010,"7 Days"
81156,2010,"Jackass 3D"
81158,2010,"Restrepo"
81191,2010,"Waiting for 'Superman'"
81229,2010,"Red"
81417,2010,"Paranormal Activity 2"
81512,2010,"Hereafter"
81516,2010,"Black Death"
81535,2010,"Saw VII 3D - The Final Chapter"
81537,2010,"Due Date"
81562,2010,"127 Hours"
81564,2010,"Megamind"
